,PC.name,State.name,Candidate.Name,Candidate.Sex,Candidate.Category,Candidate.Age,Party.Abbreviation,Total.Votes.Polled,Position,Total.voters,Total_Electors,TOT_CONTESTANT,POLL.PERCENTAGE,Total.Persons,Total.HinduPersons,Total.Muslim.Persons,Sex.Ratio..per.1000.,Average.Literacy,Incumbency,Education,Total.Assets,Women,Winner,Criminal.Case,SeriousCrime
1546,Dum dum,West Bengal,DULAL CHANDRA DAS,M,SC,67,BSP,9065,4,975825,1212220,6,80.49900183,10009781,7352769,2584684,955,84.06,0,Graduate Professional,1780000,0,0,0,0
1547,Dum dum,West Bengal,SANATAN RAY CHAUDHURI,M,GEN,39,LJP,5265,6,975825,1212220,6,80.49900183,10009781,7352769,2584684,955,84.06,0,Not Given,0,0,0,0,0
1548,Ghatal,West Bengal,GURUDAS DASGUPTA,M,GEN,73,CPI,625923,1,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,Post Graduate,3654001,0,1,0,0
1549,Ghatal,West Bengal,NURE ALAM CHOWDHURY,M,GEN,66,AITC,478739,2,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,Post Graduate,102900000,0,0,0,0
1550,Ghatal,West Bengal,MATILAL KHATUA,M,GEN,55,BJP,35004,3,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,Graduate Professional,6261142,0,0,0,0
1551,Ghatal,West Bengal,NARAYAN CHANDRA SAMAT,M,SC,60,BSP,12065,4,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,12th Pass,429034,0,0,1,1
1552,Ghatal,West Bengal,LIYAKAT KHAN,M,GEN,31,IJP,9355,5,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,10th Pass,55187,0,0,0,0
1553,Ghatal,West Bengal,ARUN KUMAR DAS,M,GEN,40,JMM,5333,6,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,12th Pass,0,0,0,0,0
1554,Ghatal,West Bengal,AHITOSH MAITY,M,GEN,53,RDMP,3515,7,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,87.02,0,Post Graduate,1837500,0,0,0,0
1555,Hooghly,West Bengal,DR. RATNA DE (NAG),F,GEN,57,AITC,574022,1,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,0,Graduate Professional,8730448,1,1,0,0
1556,Hooghly,West Bengal,RUPCHAND PAL,M,GEN,72,CPM,492499,2,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,1,Post Graduate,877500,0,0,0,0
1557,Hooghly,West Bengal,DR. CHUNI LAL CHAKRABORTY,M,GEN,78,BJP,39784,3,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,0,Post Graduate,8473936,0,0,0,0
1558,Hooghly,West Bengal,SWAPAN MURMU,M,ST,33,JDP,12417,4,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,0,Graduate,10719,0,0,0,0
1559,Hooghly,West Bengal,SAJAL ADHIKARI,M,GEN,45,CPI(ML)(L),12068,5,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,0,Post Graduate,240000,0,0,2,0
1560,Hooghly,West Bengal,SURYYA KANTA RAY,M,SC,64,BSP,9933,7,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,0,Graduate,1316590,0,0,0,0
1561,Hooghly,West Bengal,ARABINDA SEN,M,GEN,58,SP,4894,9,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,81.8,0,Graduate Professional,13719600,0,0,0,0
1562,Howrah,West Bengal,AMBICA BANERJEE,M,GEN,82,AITC,477449,1,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,83.31,0,Graduate Professional,62926674,0,1,1,1
1563,Howrah,West Bengal,SWADESH CHAKRABORTTY,M,GEN,66,CPM,440057,2,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,83.31,1,Graduate,2574975,0,0,0,0
1564,Howrah,West Bengal,POLLY MUKHERJEE,F,GEN,54,BJP,37723,3,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,83.31,0,12th Pass,9641482,1,0,0,0
1565,Howrah,West Bengal,BIJOY UPPADHYA,M,GEN,52,SP,8615,4,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,83.31,0,12th Pass,1219092,0,0,2,0
1566,Howrah,West Bengal,RAMAVTAR GUPTA,M,GEN,43,BSP,5682,6,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,83.31,0,Graduate Professional,42217908,0,0,0,0
1567,Howrah,West Bengal,SUDARSHAN MANNA,M,GEN,62,STPI,1357,12,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,83.31,0,10th Pass,575488,0,0,0,0
1568,Jadavpur,West Bengal,KABIR SUMAN,M,GEN,59,AITC,540667,1,1085595,1331537,10,81.52946557,8161961,5155545,2903075,956,77.51,0,Graduate,3206685,0,1,0,0
1569,Jadavpur,West Bengal,SUJAN CHAKRABORTY,M,GEN,50,CPM,484400,2,1085595,1331537,10,81.52946557,8161961,5155545,2903075,956,77.51,1,Post Graduate,2544611,0,0,0,0
1570,Jadavpur,West Bengal,SANAT BHATTACHARYA,M,GEN,62,BJP,25331,3,1085595,1331537,10,81.52946557,8161961,5155545,2903075,956,77.51,0,12th Pass,33287000,0,0,0,0
1571,Jadavpur,West Bengal,SAIFUDDIN CHOUDHURY,M,GEN,57,PDS,6141,5,1085595,1331537,10,81.52946557,8161961,5155545,2903075,956,77.51,0,Graduate,2034033,0,0,0,0
1572,Jadavpur,West Bengal,PINTU SANPUI,M,SC,35,BSP(K),5736,6,1085595,1331537,10,81.52946557,8161961,5155545,2903075,956,77.51,0,Graduate,2500,0,0,0,0
1573,Jadavpur,West Bengal,SANDHYA MONDAL,F,SC,54,BSP,4609,7,1085595,1331537,10,81.52946557,8161961,5155545,2903075,956,77.51,0,Graduate,3740000,1,0,0,0
1574,Jalpaiguri,West Bengal,MAHENDRA KUMAR ROY,M,SC,54,CPM,469613,1,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,1,Graduate Professional,2878591,0,1,0,0
1575,Jalpaiguri,West Bengal,BARMA SUKHBILAS,M,SC,64,INC,381242,2,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,0,Doctorate,10353000,0,0,0,0
1576,Jalpaiguri,West Bengal,DWIPENDRA NATH PRAMANIK,M,SC,37,BJP,94373,3,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,0,Graduate,2602620,0,0,1,0
1577,Jalpaiguri,West Bengal,DR. DHIRENDRA NATH DAS,M,SC,47,NCP,25308,4,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,0,Post Graduate,900000,0,0,0,0
1578,Jalpaiguri,West Bengal,SANTI KUMAR SARKAR,M,SC,50,BSP,14802,6,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,0,Post Graduate,1187207,0,0,0,0
1579,Jalpaiguri,West Bengal,SATYEN PRASAD ROY,M,SC,46,SWJP,6471,8,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,0,12th Pass,81200,0,0,0,0
1581,Jangipur,West Bengal,PRANAB MUKHERJEE,M,GEN,72,INC,506749,1,934490,1087054,5,85.96537063,7103807,2359061,4707573,958,66.59,1,Doctorate,26920479,0,1,0,0
1582,Jangipur,West Bengal,MRIGANKA SEKHAR BHATTACHARYA,M,GEN,61,CPM,378600,2,934490,1087054,5,85.96537063,7103807,2359061,4707573,958,66.59,0,Graduate,841193,0,0,0,0
1583,Jangipur,West Bengal,DEBASHISH MAJUMDAR,M,GEN,52,BJP,21791,3,934490,1087054,5,85.96537063,7103807,2359061,4707573,958,66.59,0,Graduate Professional,828546,0,0,0,0
1584,Jangipur,West Bengal,ZAMIRUL HASAN,M,GEN,59,AUDF,19000,4,934490,1087054,5,85.96537063,7103807,2359061,4707573,958,66.59,0,Graduate,31297868,0,0,0,0
1585,Jhargram,West Bengal,PULIN BIHARI BASKE,M,ST,40,CPM,545231,1,958389,1241574,8,77.19145214,2930115,2373120,227249,957,64.48,1,Graduate Professional,1484298,0,1,0,0
1586,Jhargram,West Bengal,AMRIT HANSDA,M,ST,63,INC,252886,2,958389,1241574,8,77.19145214,2930115,2373120,227249,957,64.48,0,12th Pass,2511912,0,0,0,0
1587,Jhargram,West Bengal,CHUNIBALA HANSDA,F,ST,44,JKP(N),48175,3,958389,1241574,8,77.19145214,2930115,2373120,227249,957,64.48,0,8th Pass,1162000,1,0,1,1
1588,Jhargram,West Bengal,NABENDU MAHALI,M,ST,34,BJP,45425,4,958389,1241574,8,77.19145214,2930115,2373120,227249,957,64.48,0,8th Pass,251000,0,0,1,1
1589,Jhargram,West Bengal,PANCHANAN HANSDA,M,ST,70,BSP,7978,8,958389,1241574,8,77.19145214,2930115,2373120,227249,957,64.48,0,Graduate,165876,0,0,0,0
1595,Kanthi,West Bengal,ADHIKARI SISIR KUMAR,M,GEN,69,AITC,606712,1,1124621,1249775,4,89.98587746,5095875,4343972,743436,938,87.02,0,12th Pass,1083159,0,1,1,1
1596,Kanthi,West Bengal,PRASANTA PRADHAN,M,GEN,69,CPM,477609,2,1124621,1249775,4,89.98587746,5095875,4343972,743436,938,87.02,0,Post Graduate,985446,0,0,0,0
1597,Kanthi,West Bengal,AMALESH MISHRA,M,GEN,70,BJP,31952,3,1124621,1249775,4,89.98587746,5095875,4343972,743436,938,87.02,0,Graduate Professional,1577672,0,0,0,0
1598,Kanthi,West Bengal,PATRA RASHBEHARI,M,GEN,52,BSP,8174,4,1124621,1249775,4,89.98587746,5095875,4343972,743436,938,87.02,0,12th Pass,0,0,0,0,0
1599,Kolkata Dakshin,West Bengal,MAMATA BANERJEE,F,GEN,54,AITC,576045,1,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,86.31,0,Post Graduate,473194,1,1,0,0
1600,Kolkata Dakshin,West Bengal,RABIN DEB,M,GEN,60,CPM,356474,2,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,86.31,0,Graduate,1715392,0,0,0,0
1601,Kolkata Dakshin,West Bengal,JYOTSNA BANERJEE,F,GEN,58,BJP,39744,3,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,86.31,0,Graduate,8804500,1,0,0,0
1602,Kolkata Dakshin,West Bengal,PARESH CHANDRA ROY,M,SC,60,BSP,6745,4,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,86.31,0,Graduate,3194711,0,0,0,0
1603,Kolkata Dakshin,West Bengal,ASIF MD.,M,GEN,36,MUL,5896,6,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,86.31,0,5th Pass,252543,0,0,0,0
1604,Kolkata Dakshin,West Bengal,LEELA HANS,F,GEN,46,IJP,1472,13,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,86.31,0,10th Pass,1342000,1,0,0,0
1605,Kolkata Uttar,West Bengal,SUDIP BANDYOPADHYAY,M,GEN,57,AITC,460646,1,877421,1366647,13,64.20246047,4496694,3440290,926414,908,86.31,0,Graduate,4187479,0,1,0,0
1606,Kolkata Uttar,West Bengal,MD. SALIM,M,GEN,51,CPM,351368,2,877421,1366647,13,64.20246047,4496694,3440290,926414,908,86.31,0,Post Graduate,8456467,0,0,0,0
1607,Kolkata Uttar,West Bengal,TATHAGATA ROY,M,GEN,63,BJP,37044,3,877421,1366647,13,64.20246047,4496694,3440290,926414,908,86.31,0,Graduate Professional,8444907,0,0,0,0
1608,Kolkata Uttar,West Bengal,SHARAD KUMAR SINGH,M,GEN,45,BSP,5666,5,877421,1366647,13,64.20246047,4496694,3440290,926414,908,86.31,0,Graduate Professional,18025066,0,0,0,0
1609,Kolkata Uttar,West Bengal,AVINASH KUMAR AGARWAL,M,GEN,35,LJP,2268,7,877421,1366647,13,64.20246047,4496694,3440290,926414,908,86.31,0,Graduate,79147034,0,0,0,0
1610,Kolkata Uttar,West Bengal,MD. KASIM,M,GEN,79,MUL,1130,10,877421,1366647,13,64.20246047,4496694,3440290,926414,908,86.31,0,Not Given,22011,0,0,0,0
1611,Krishnanagar,West Bengal,TAPAS PAUL,M,GEN,51,AITC,443679,1,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,Graduate,9614227,0,1,5,1
1612,Krishnanagar,West Bengal,JYOTIRMOYEE SIKDAR,F,GEN,39,CPM,366293,2,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,1,12th Pass,10814653,1,0,10,0
1614,Krishnanagar,West Bengal,MD. NIAMATULLAH MOLLICK,M,GEN,57,AUDF,19313,4,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,Others,567126,0,0,0,0
1615,Krishnanagar,West Bengal,SUBIMAL SENGUPTA,M,GEN,50,CPI(ML)(L),14480,5,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,Not Given,0,0,0,0,0
1616,Krishnanagar,West Bengal,DEBABRATA MAJUMDAR,M,SC,36,BSP,10733,6,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,Graduate,3452000,0,0,0,0
1617,Krishnanagar,West Bengal,SHAHJAHAN MALLIK,M,GEN,53,MUL,6592,7,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,Graduate Professional,1963567,0,0,1,0
1618,Krishnanagar,West Bengal,JAYASRI CHAKRABARTY,F,GEN,51,SP,5002,8,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,Post Graduate,11182842,1,0,0,0
1619,Krishnanagar,West Bengal,SK. DOULAT HOSSAIN,M,GEN,52,NCP,4336,9,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,74.97,0,8th Pass,1828000,0,0,0,0
1620,Maldaha Dakshin,West Bengal,ABU HASEM KHAN CHOUDHURY,M,GEN,65,INC,443377,1,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,61.73,1,Doctorate,8782797,0,1,0,0
1621,Maldaha Dakshin,West Bengal,ABDUR RAZZAQUE,M,GEN,60,CPM,307097,2,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,61.73,0,Post Graduate,1532819,0,0,0,0
1622,Maldaha Dakshin,West Bengal,DIPAK KUMAR CHOWDHURY,M,GEN,47,BJP,43997,3,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,61.73,0,Graduate,90000,0,0,0,0
1623,Maldaha Dakshin,West Bengal,DR. BHARAT CHANDRA MANDAL,M,SC,52,BSP,5889,6,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,61.73,0,Graduate,2770700,0,0,0,0
1624,Maldaha Dakshin,West Bengal,MD. EJARUDDIN,M,GEN,74,MUL,5752,7,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,61.73,0,Post Graduate,10321781,0,0,0,0
1625,Maldaha Uttar,West Bengal,MAUSAM NOOR,F,GEN,27,INC,440264,1,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,61.73,1,Graduate Professional,1847359,1,1,0,0
1626,Maldaha Uttar,West Bengal,SAILEN SARKAR,M,GEN,68,CPM,380123,2,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,61.73,0,Graduate,5706865,0,0,0,0
1627,Maldaha Uttar,West Bengal,AMLAN BHADURI,M,GEN,35,BJP,61515,3,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,61.73,0,Post Graduate,1450034,0,0,2,1
1628,Maldaha Uttar,West Bengal,MONOWARA BEGAM,F,GEN,39,RDMP,7362,5,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,61.73,0,Literate,430000,1,0,0,0
1629,Maldaha Uttar,West Bengal,BIKASH BISWAS,M,SC,54,BSP,7179,6,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,61.73,0,Graduate,1287000,0,0,0,0
1630,Mathurapur,West Bengal,CHOUDHURY MOHAN JATUA,M,SC,71,AITC,565505,1,1048827,1227376,7,85.45278708,8161961,5155545,2903075,956,77.51,0,Post Graduate,2585000,0,1,0,0
1631,Mathurapur,West Bengal,ANIMESH NASKAR,M,SC,34,CPM,435542,2,1048827,1227376,7,85.45278708,8161961,5155545,2903075,956,77.51,1,Post Graduate,129543,0,0,0,0
1632,Mathurapur,West Bengal,BINAY KUMAR BISWAS,M,SC,44,BJP,27432,3,1048827,1227376,7,85.45278708,8161961,5155545,2903075,956,77.51,0,Not Given,3980000,0,0,0,0
1633,Mathurapur,West Bengal,SACHINDRA NATH NASKAR,M,SC,67,BSP,5165,5,1048827,1227376,7,85.45278708,8161961,5155545,2903075,956,77.51,0,Graduate,557000,0,0,0,0
1634,Mathurapur,West Bengal,PRADIP MANDAL,M,SC,35,RDMP,2021,7,1048827,1227376,7,85.45278708,8161961,5155545,2903075,956,77.51,0,Graduate,2763000,0,0,0,0
1635,Medinipur,West Bengal,PRABODH PANDA,M,GEN,63,CPI,493021,1,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,87.02,1,Graduate,2230746,0,1,0,0
1636,Medinipur,West Bengal,DIPAK KUMAR GHOSH,M,GEN,72,AITC,445004,2,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,87.02,0,Graduate Professional,4440000,0,0,1,0
1637,Medinipur,West Bengal,PRADIP PATNAIK,M,GEN,51,BJP,52061,3,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,87.02,0,12th Pass,1596862,0,0,1,1
1638,Medinipur,West Bengal,ASOK KUMAR GOLDER,M,SC,62,BSP,12216,4,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,87.02,0,Graduate,1726371,0,0,0,0
1639,Medinipur,West Bengal,NEPAL DAS,M,GEN,60,JMM,10324,6,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,87.02,0,12th Pass,398946,0,0,0,0
1640,Medinipur,West Bengal,MUKUL KUMAR MAITI,M,GEN,33,RDMP,4016,9,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,87.02,0,12th Pass,200300,0,0,0,0
1641,Murshidabad,West Bengal,ABDUL MANNAN HOSSAIN,M,GEN,56,INC,496348,1,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,66.59,1,Graduate,1709788,0,1,1,1
1642,Murshidabad,West Bengal,ANISUR RAHAMAN SARKAR,M,GEN,57,CPM,460701,2,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,66.59,0,Post Graduate,4592372,0,0,0,0
1643,Murshidabad,West Bengal,NIRMAL KUMAR SAHA,M,GEN,41,BJP,42290,3,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,66.59,0,10th Pass,11570047,0,0,0,0
1644,Murshidabad,West Bengal,CHITTA RANJAN MONDAL,M,GEN,32,BSP,7913,7,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,66.59,0,12th Pass,215000,0,0,0,0
1645,Murshidabad,West Bengal,JAFORULLA MOLLA,M,GEN,54,AUDF,5630,9,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,66.59,0,Graduate,957118,0,0,0,0
1646,Murshidabad,West Bengal,MD. SAHAZAMAL,M,GEN,44,SP,1349,11,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,66.59,0,Not Given,0,0,0,0,0
1647,Purulia,West Bengal,NARAHARI MAHATO,M,GEN,54,AIFB,399201,1,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,1,Post Graduate,3086000,0,1,0,0
1648,Purulia,West Bengal,SHANTIRAM MAHATO,M,GEN,56,INC,379900,2,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,0,10th Pass,779330,0,0,1,1
1649,Purulia,West Bengal,AJIT PRASAD MAHATO,M,GEN,56,JMM,30799,3,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,0,Graduate,393866,0,0,5,1
1650,Purulia,West Bengal,SAYANTAN BASU,M,GEN,32,BJP,21509,4,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,0,Graduate,12901,0,0,0,0
1651,Purulia,West Bengal,ASIT BARAN MAHATO,M,GEN,38,BSP,20499,5,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,0,10th Pass,43000,0,0,0,0
1652,Purulia,West Bengal,ABHIRAM BESRA,M,SC,41,JDP,6857,9,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,0,10th Pass,60000,0,0,0,0
1654,Purulia,West Bengal,DHIREN CHANDRA MAHATO,M,GEN,48,JD(U),2080,13,904851,1257799,14,71.93923671,2930115,2373120,227249,957,64.48,0,10th Pass,850000,0,0,1,0
1655,Raiganj,West Bengal,DEEPA DASMUNSI,F,GEN,48,INC,451776,1,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,1,Post Graduate,12514145,1,1,0,0
1656,Raiganj,West Bengal,BIRESWAR LAHIRI,M,GEN,61,CPM,346573,2,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,0,Post Graduate,2294140,0,0,0,0
1657,Raiganj,West Bengal,GOPESH CHANDRA SARKAR,M,GEN,66,BJP,37645,3,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,0,Doctorate,3623491,0,0,0,0
1658,Raiganj,West Bengal,FAIZ RAHAMAN,M,GEN,45,RDMP,7834,6,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,0,Graduate,425000,0,0,0,0
1659,Raiganj,West Bengal,AKHIL RANJAN MONDAL,M,GEN,62,BSP,7592,7,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,0,Graduate,7750000,0,0,0,0
1660,Raiganj,West Bengal,SULEMAN HAFIJI,M,GEN,51,CPI(ML)(L),4316,8,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,0,10th Pass,201500,0,0,0,0
1661,Raiganj,West Bengal,MATIUR RAHMAN,M,GEN,49,JD(U),2597,12,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,59.07,0,12th Pass,360000,0,0,0,0
1662,Ranaghat,West Bengal,SUCHARU RANJAN HALDAR,M,SC,69,AITC,575058,1,1147245,1329436,6,86.29561709,5167600,3728482,1382682,947,74.97,0,Post Graduate,10882896,0,1,0,0
1663,Ranaghat,West Bengal,BASUDEB BARMAN,M,SC,73,CPM,473235,2,1147245,1329436,6,86.29561709,5167600,3728482,1382682,947,74.97,0,Post Graduate,4146393,0,0,0,0
1664,Ranaghat,West Bengal,SUKALYAN RAY,M,SC,59,BJP,57844,3,1147245,1329436,6,86.29561709,5167600,3728482,1382682,947,74.97,0,Graduate,1520000,0,0,0,0
1665,Ranaghat,West Bengal,SATISH CHANDRA BISWAS,M,SC,64,BSP,19347,4,1147245,1329436,6,86.29561709,5167600,3728482,1382682,947,74.97,0,Graduate,1125000,0,0,0,0
1671,Tamluk,West Bengal,ADHIKARI SUVENDU,M,GEN,39,AITC,637664,1,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,87.02,0,Graduate,4751934,0,1,3,1
1674,Tamluk,West Bengal,JAHED SEK,M,GEN,41,AUDF,8486,4,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,87.02,0,Not Given,871491,0,0,0,0
1675,Tamluk,West Bengal,MANORANJAN MANDAL,M,SC,65,BSP,5891,5,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,87.02,0,10th Pass,944000,0,0,0,0
1676,Tamluk,West Bengal,MANIK CHANDRA MONDAL,M,SC,33,LJP,2044,7,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,87.02,0,Graduate,10000,0,0,0,0
1677,Uluberia,West Bengal,SULTAN AHMED,M,GEN,56,AITC,514193,1,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,83.31,0,Graduate,6026230,0,1,0,0
1678,Uluberia,West Bengal,HANNAN MOLLAH,M,GEN,63,CPM,415257,2,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,83.31,1,Post Graduate,6208199,0,0,0,0
1679,Uluberia,West Bengal,RAHUL CHAKRABARTY,M,GEN,38,BJP,42434,3,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,83.31,0,Graduate,3100000,0,0,0,0
1680,Uluberia,West Bengal,KAZI NABAB,M,GEN,36,AUDF,11238,4,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,83.31,0,Graduate,348000,0,0,1,1
1681,Uluberia,West Bengal,NARENDRA NATH MANDAL,M,SC,67,BSP,7714,5,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,83.31,0,Graduate Professional,2726000,0,0,0,0
1682,Uluberia,West Bengal,RABIN DOLUI,M,GEN,45,RDMP,3362,8,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,83.31,0,12th Pass,1685600,0,0,0,0
1683,Arakkonam,Tamil Nadu,JAGATHRAKSHAKAN,M,GEN,61,DMK,415041,1,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,10th Pass,59106399,0,1,0,0
1684,Arakkonam,Tamil Nadu,VELU R,M,GEN,68,PMK,305245,2,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,1,Doctorate,13437568,0,0,0,0
1685,Arakkonam,Tamil Nadu,SANKAR S,M,GEN,40,DMDK,82038,3,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,Graduate Professional,17821232,0,0,2,1
1686,Arakkonam,Tamil Nadu,MARY JOHN,M,GEN,61,BSP,6641,5,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,Post Graduate,10441915,0,0,0,0
1687,Arakkonam,Tamil Nadu,PALANI W B,M,GEN,40,PNK,6026,6,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,Graduate,510250,0,0,0,0
1690,Arakkonam,Tamil Nadu,SHANMUGAM K,M,GEN,57,JD(U),1533,15,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,8th Pass,800000,0,0,0,0
1691,Arakkonam,Tamil Nadu,MANAVAULAN K,M,GEN,54,SP,980,18,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,10th Pass,30000,0,0,0,0
1692,Arakkonam,Tamil Nadu,SRINIVASAN K,M,SC,32,LJP,765,19,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,79.17,0,Not Given,0,0,0,0,0
1694,Arani,Tamil Nadu,KRISHNASSWAMY M,M,GEN,68,INC,396728,1,841239,1097865,13,76.62499488,3728104,3325823,143093,987,84.03,0,Graduate Professional,62385765,0,1,0,0
1695,Arani,Tamil Nadu,SUBRAMANIYAN N,M,GEN,50,ADMK,289898,2,841239,1097865,13,76.62499488,3728104,3325823,143093,987,84.03,0,5th Pass,2960000,0,0,0,0
1696,Arani,Tamil Nadu,MOHANAM RA,M,GEN,46,DMDK,105729,3,841239,1097865,13,76.62499488,3728104,3325823,143093,987,84.03,0,Graduate,4831600,0,0,0,0
1697,Arani,Tamil Nadu,SHANKAR A,M,GEN,47,BSP,9700,5,841239,1097865,13,76.62499488,3728104,3325823,143093,987,84.03,0,Not Given,2995200,0,0,0,0
1698,Arani,Tamil Nadu,SARAVANAKUMAR K,M,GEN,42,PNK,6022,6,841239,1097865,13,76.62499488,3728104,3325823,143093,987,84.03,0,Graduate,910000,0,0,0,0
1699,Arani,Tamil Nadu,HARIRAJ T.V,M,GEN,50,SP,5178,7,841239,1097865,13,76.62499488,3728104,3325823,143093,987,84.03,0,10th Pass,0,0,0,0,0
1703,Chennai central,Tamil Nadu,HYDER ALI.S,M,GEN,51,MAMAK,13160,4,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,10th Pass,2125367,0,0,2,0
1704,Chennai central,Tamil Nadu,THOMAS.T.JACOB,M,GEN,37,YSP,2582,5,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Graduate Professional,1065000,0,0,0,0
1705,Chennai central,Tamil Nadu,YUNIS KHAN.AY,M,GEN,34,BSP,2108,6,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Not Given,70000,0,0,1,1
